TF1	TF2
ZNF470	ZNF614
ZNF470	ZNF616
ZNF470	ZNF619
ZNF470	ZNF621
ZNF470	ZNF623
ZNF470	ZNF624
ZNF470	ZNF627
ZNF470	ZNF649
ZNF470	ZNF658
ZNF470	ZNF662
ZNF470	ZNF665
ZNF470	ZNF667
ZNF470	ZNF669
ZNF470	ZNF674
ZNF470	ZNF675
ZNF470	ZNF676
ZNF470	ZNF677
ZNF470	ZNF679
ZNF470	ZNF684
ZNF470	ZNF689
ZNF470	ZNF699
ZNF470	ZNF7
ZNF470	ZNF700
ZNF470	ZNF708
ZNF470	ZNF714
ZNF470	ZNF716
ZNF470	ZNF721
ZNF470	ZNF726
ZNF470	ZNF729
ZNF470	ZNF749
ZNF470	ZNF764
ZNF470	ZNF766
ZNF470	ZNF768
ZNF470	ZNF77
ZNF470	ZNF780B
ZNF470	ZNF782
ZNF470	ZNF790
ZNF470	ZNF791
ZNF470	ZNF792
ZNF470	ZNF793
ZNF470	ZNF8
ZNF470	ZNF813
ZNF470	ZNF814
ZNF470	ZNF823
ZNF470	ZNF829
ZNF470	ZNF836
ZNF470	ZNF841
ZNF470	ZNF845
ZNF470	ZNF860
ZNF470	ZNF879
ZNF470	ZNF91
ZNF470	ZNF93
ZNF470	ZNF98
ZNF470	ZNF99
ZNF471	ZNF473
ZNF471	ZNF480
ZNF471	ZNF484
ZNF471	ZNF490
ZNF471	ZNF492
ZNF471	ZNF506
ZNF471	ZNF510
ZNF471	ZNF513
ZNF471	ZNF514
ZNF471	ZNF517
ZNF471	ZNF527
ZNF471	ZNF528
ZNF471	ZNF529
ZNF471	ZNF530
ZNF471	ZNF534
ZNF471	ZNF543
ZNF471	ZNF548
ZNF471	ZNF549
ZNF471	ZNF554
ZNF471	ZNF555
ZNF471	ZNF557
ZNF471	ZNF558
ZNF471	ZNF560
ZNF471	ZNF562
ZNF471	ZNF563
ZNF471	ZNF564
ZNF471	ZNF565
ZNF471	ZNF567
ZNF471	ZNF568
ZNF471	ZNF569
ZNF471	ZNF57
ZNF471	ZNF571
ZNF471	ZNF583
ZNF471	ZNF584
ZNF471	ZNF585A
ZNF471	ZNF587
ZNF471	ZNF599
ZNF471	ZNF600
ZNF471	ZNF605
ZNF471	ZNF606
ZNF471	ZNF607
ZNF471	ZNF610
ZNF471	ZNF611
ZNF471	ZNF613
ZNF471	ZNF614
ZNF471	ZNF616
ZNF471	ZNF619
ZNF471	ZNF621
ZNF471	ZNF623
ZNF471	ZNF624
ZNF471	ZNF627
ZNF471	ZNF649
ZNF471	ZNF658
ZNF471	ZNF662
ZNF471	ZNF665
ZNF471	ZNF667
ZNF471	ZNF669
ZNF471	ZNF674
ZNF471	ZNF675
ZNF471	ZNF676
ZNF471	ZNF677
ZNF471	ZNF679
ZNF471	ZNF684
ZNF471	ZNF689
ZNF471	ZNF699
ZNF471	ZNF7
ZNF471	ZNF700
ZNF471	ZNF708
ZNF471	ZNF714
ZNF471	ZNF716
ZNF471	ZNF721
ZNF471	ZNF726
ZNF471	ZNF729
ZNF471	ZNF749
ZNF471	ZNF764
ZNF471	ZNF766
ZNF471	ZNF768
ZNF471	ZNF77
ZNF471	ZNF780B
ZNF471	ZNF782
ZNF471	ZNF790
ZNF471	ZNF791
ZNF471	ZNF792
ZNF471	ZNF793
ZNF471	ZNF8
ZNF471	ZNF813
ZNF471	ZNF814
ZNF471	ZNF823
ZNF471	ZNF829
ZNF471	ZNF836
ZNF471	ZNF841
ZNF471	ZNF845
ZNF471	ZNF860
ZNF471	ZNF879
ZNF471	ZNF91
ZNF471	ZNF93
ZNF471	ZNF98
ZNF471	ZNF99
ZNF473	ZNF480
ZNF473	ZNF484
ZNF473	ZNF490
ZNF473	ZNF492
ZNF473	ZNF506
ZNF473	ZNF510
ZNF473	ZNF513
ZNF473	ZNF514
ZNF473	ZNF517
ZNF473	ZNF527
ZNF473	ZNF528
ZNF473	ZNF529
ZNF473	ZNF530
ZNF473	ZNF534
ZNF473	ZNF543
ZNF473	ZNF548
ZNF473	ZNF549
ZNF473	ZNF554
ZNF473	ZNF555
ZNF473	ZNF557
ZNF473	ZNF558
ZNF473	ZNF560
ZNF473	ZNF562
ZNF473	ZNF563
ZNF473	ZNF564
ZNF473	ZNF565
ZNF473	ZNF567
ZNF473	ZNF568
ZNF473	ZNF569
ZNF473	ZNF57
ZNF473	ZNF571
ZNF473	ZNF583
ZNF473	ZNF584
ZNF473	ZNF585A
ZNF473	ZNF587
ZNF473	ZNF599
ZNF473	ZNF600
ZNF473	ZNF605
ZNF473	ZNF606
ZNF473	ZNF607
ZNF473	ZNF610
ZNF473	ZNF611
ZNF473	ZNF613
ZNF473	ZNF614
ZNF473	ZNF616
ZNF473	ZNF619
ZNF473	ZNF621
ZNF473	ZNF623
ZNF473	ZNF624
ZNF473	ZNF627
ZNF473	ZNF649
ZNF473	ZNF658
ZNF473	ZNF662
ZNF473	ZNF665
ZNF473	ZNF667
ZNF473	ZNF669
ZNF473	ZNF674
ZNF473	ZNF675
ZNF473	ZNF676
ZNF473	ZNF677
ZNF473	ZNF679
ZNF473	ZNF684
ZNF473	ZNF689
ZNF473	ZNF699
ZNF473	ZNF7
ZNF473	ZNF700
ZNF473	ZNF708
ZNF473	ZNF714
ZNF473	ZNF716
ZNF473	ZNF721
ZNF473	ZNF726
ZNF473	ZNF729
ZNF473	ZNF749
ZNF473	ZNF764
ZNF473	ZNF766
ZNF473	ZNF768
ZNF473	ZNF77
ZNF473	ZNF780B
ZNF473	ZNF782
ZNF473	ZNF790
ZNF473	ZNF791
ZNF473	ZNF793
ZNF473	ZNF8
ZNF473	ZNF813
ZNF473	ZNF814
ZNF473	ZNF823
ZNF473	ZNF829
ZNF473	ZNF836
ZNF473	ZNF841
ZNF473	ZNF845
ZNF473	ZNF860
ZNF473	ZNF879
ZNF473	ZNF91
ZNF473	ZNF93
ZNF473	ZNF98
ZNF473	ZNF99
ZNF473	ZSCAN12
ZNF480	ZNF484
ZNF480	ZNF490
ZNF480	ZNF492
ZNF480	ZNF506
ZNF480	ZNF510
ZNF480	ZNF513
ZNF480	ZNF514
ZNF480	ZNF517
ZNF480	ZNF527
ZNF480	ZNF528
ZNF480	ZNF529
ZNF480	ZNF530
ZNF480	ZNF534
ZNF480	ZNF543
ZNF480	ZNF548
ZNF480	ZNF549
ZNF480	ZNF554
ZNF480	ZNF555
ZNF480	ZNF557
ZNF480	ZNF558
ZNF480	ZNF560
ZNF480	ZNF562
ZNF480	ZNF563
ZNF480	ZNF564
ZNF480	ZNF565
ZNF480	ZNF567
ZNF480	ZNF568
ZNF480	ZNF569
ZNF480	ZNF57
ZNF480	ZNF571
ZNF480	ZNF583
ZNF480	ZNF584
ZNF480	ZNF585A
ZNF480	ZNF587
ZNF480	ZNF599
ZNF480	ZNF600
ZNF480	ZNF605
ZNF480	ZNF606
ZNF480	ZNF607
ZNF480	ZNF610
ZNF480	ZNF611
ZNF480	ZNF613
ZNF480	ZNF614
ZNF480	ZNF616
ZNF480	ZNF619
ZNF480	ZNF621
ZNF480	ZNF623
ZNF480	ZNF624
ZNF480	ZNF627
ZNF480	ZNF649
ZNF480	ZNF658
ZNF480	ZNF662
ZNF480	ZNF665
ZNF480	ZNF667
ZNF480	ZNF669
ZNF480	ZNF674
ZNF480	ZNF675
ZNF480	ZNF676
ZNF480	ZNF677
ZNF480	ZNF679
ZNF480	ZNF684
ZNF480	ZNF689
ZNF480	ZNF699
ZNF480	ZNF7
ZNF480	ZNF700
ZNF480	ZNF708
ZNF480	ZNF714
ZNF480	ZNF716
ZNF480	ZNF721
ZNF480	ZNF726
ZNF480	ZNF729
ZNF480	ZNF749
ZNF480	ZNF764
ZNF480	ZNF766
ZNF480	ZNF768
ZNF480	ZNF77
ZNF480	ZNF780B
ZNF480	ZNF782
ZNF480	ZNF790
ZNF480	ZNF791
ZNF480	ZNF792
ZNF480	ZNF793
ZNF480	ZNF8
ZNF480	ZNF813
ZNF480	ZNF814
ZNF480	ZNF823
ZNF480	ZNF829
ZNF480	ZNF836
ZNF480	ZNF841
ZNF480	ZNF845
ZNF480	ZNF860
ZNF480	ZNF879
ZNF480	ZNF91
ZNF480	ZNF93
ZNF480	ZNF98
ZNF480	ZNF99
ZNF484	ZNF490
ZNF484	ZNF492
ZNF484	ZNF506
ZNF484	ZNF510
ZNF484	ZNF513
ZNF484	ZNF514
ZNF484	ZNF517
ZNF484	ZNF527
ZNF484	ZNF528
ZNF484	ZNF529
ZNF484	ZNF530
ZNF484	ZNF534
ZNF484	ZNF543
ZNF484	ZNF548
ZNF484	ZNF549
ZNF484	ZNF554
ZNF484	ZNF555
ZNF484	ZNF557
ZNF484	ZNF558
ZNF484	ZNF560
ZNF484	ZNF562
ZNF484	ZNF563
ZNF484	ZNF564
ZNF484	ZNF565
ZNF484	ZNF567
ZNF484	ZNF568
ZNF484	ZNF569
ZNF484	ZNF57
ZNF484	ZNF571
ZNF484	ZNF583
ZNF484	ZNF584
ZNF484	ZNF585A
ZNF484	ZNF587
ZNF484	ZNF599
ZNF484	ZNF600
ZNF484	ZNF605
ZNF484	ZNF606
ZNF484	ZNF607
ZNF484	ZNF610
ZNF484	ZNF611
ZNF484	ZNF613
ZNF484	ZNF614
ZNF484	ZNF616
ZNF484	ZNF619
ZNF484	ZNF621
ZNF484	ZNF623
ZNF484	ZNF624
ZNF484	ZNF627
ZNF484	ZNF649
ZNF484	ZNF658
ZNF484	ZNF662
ZNF484	ZNF665
ZNF484	ZNF667
ZNF484	ZNF669
ZNF484	ZNF674
ZNF484	ZNF675
ZNF484	ZNF676
ZNF484	ZNF677
ZNF484	ZNF679
ZNF484	ZNF684
ZNF484	ZNF689
ZNF484	ZNF699
ZNF484	ZNF7
ZNF484	ZNF700
ZNF484	ZNF708
ZNF484	ZNF714
ZNF484	ZNF716
ZNF484	ZNF721
ZNF484	ZNF726
ZNF484	ZNF729
ZNF484	ZNF749
ZNF484	ZNF764
ZNF484	ZNF766
ZNF484	ZNF768
ZNF484	ZNF77
ZNF484	ZNF780B
ZNF484	ZNF782
ZNF484	ZNF790
ZNF484	ZNF791
ZNF484	ZNF792
ZNF484	ZNF793
ZNF484	ZNF8
ZNF484	ZNF813
ZNF484	ZNF814
ZNF484	ZNF823
ZNF484	ZNF829
ZNF484	ZNF836
ZNF484	ZNF841
ZNF484	ZNF845
ZNF484	ZNF860
ZNF484	ZNF879
ZNF484	ZNF91
ZNF484	ZNF93
ZNF484	ZNF98
ZNF484	ZNF99
ZNF490	ZNF492
ZNF490	ZNF506
ZNF490	ZNF510
ZNF490	ZNF513
ZNF490	ZNF514
ZNF490	ZNF517
ZNF490	ZNF527
ZNF490	ZNF528
ZNF490	ZNF529
ZNF490	ZNF530
ZNF490	ZNF534
ZNF490	ZNF543
ZNF490	ZNF548
ZNF490	ZNF549
ZNF490	ZNF554
ZNF490	ZNF555
ZNF490	ZNF557
ZNF490	ZNF558
ZNF490	ZNF560
ZNF490	ZNF562
ZNF490	ZNF563
ZNF490	ZNF564
ZNF490	ZNF565
ZNF490	ZNF567
ZNF490	ZNF568
ZNF490	ZNF569
ZNF490	ZNF57
ZNF490	ZNF571
ZNF490	ZNF583
ZNF490	ZNF584
ZNF490	ZNF585A
ZNF490	ZNF587
ZNF490	ZNF599
ZNF490	ZNF600
ZNF490	ZNF605
ZNF490	ZNF606
ZNF490	ZNF607
ZNF490	ZNF610
ZNF490	ZNF611
ZNF490	ZNF613
ZNF490	ZNF614
ZNF490	ZNF616
ZNF490	ZNF619
ZNF490	ZNF621
ZNF490	ZNF623
ZNF490	ZNF624
ZNF490	ZNF627
ZNF490	ZNF649
ZNF490	ZNF658
ZNF490	ZNF662
ZNF490	ZNF665
ZNF490	ZNF667
ZNF490	ZNF669
ZNF490	ZNF674
ZNF490	ZNF675
ZNF490	ZNF676
ZNF490	ZNF677
ZNF490	ZNF679
ZNF490	ZNF684
ZNF490	ZNF689
ZNF490	ZNF699
ZNF490	ZNF7
ZNF490	ZNF700
ZNF490	ZNF708
ZNF490	ZNF714
ZNF490	ZNF716
ZNF490	ZNF721
ZNF490	ZNF726
ZNF490	ZNF729
ZNF490	ZNF749
ZNF490	ZNF764
ZNF490	ZNF766
ZNF490	ZNF768
ZNF490	ZNF77
ZNF490	ZNF780B
ZNF490	ZNF782
ZNF490	ZNF790
ZNF490	ZNF791
ZNF490	ZNF792
ZNF490	ZNF793
ZNF490	ZNF8
ZNF490	ZNF813
ZNF490	ZNF814
ZNF490	ZNF823
ZNF490	ZNF829
ZNF490	ZNF836
ZNF490	ZNF841
ZNF490	ZNF845
ZNF490	ZNF860
ZNF490	ZNF879
ZNF490	ZNF91
ZNF490	ZNF93
ZNF490	ZNF98
ZNF490	ZNF99
ZNF492	ZNF506
ZNF492	ZNF510
ZNF492	ZNF513
ZNF492	ZNF514
ZNF492	ZNF517
ZNF492	ZNF527
ZNF492	ZNF528
ZNF492	ZNF529
ZNF492	ZNF530
ZNF492	ZNF534
ZNF492	ZNF543
ZNF492	ZNF548
ZNF492	ZNF549
ZNF492	ZNF554
ZNF492	ZNF555
ZNF492	ZNF557
ZNF492	ZNF558
ZNF492	ZNF560
ZNF492	ZNF562
ZNF492	ZNF563
ZNF492	ZNF564
ZNF492	ZNF565
ZNF492	ZNF567
ZNF492	ZNF568
ZNF492	ZNF569
ZNF492	ZNF57
ZNF492	ZNF571
ZNF492	ZNF583
ZNF492	ZNF584
ZNF492	ZNF585A
ZNF492	ZNF587
ZNF492	ZNF599
ZNF492	ZNF600
ZNF492	ZNF605
ZNF492	ZNF606
ZNF492	ZNF607
ZNF492	ZNF610
ZNF492	ZNF611
ZNF492	ZNF613
ZNF492	ZNF614
ZNF492	ZNF616
ZNF492	ZNF619
ZNF492	ZNF621
ZNF492	ZNF623
ZNF492	ZNF624
ZNF492	ZNF627
ZNF492	ZNF649
ZNF492	ZNF658
ZNF492	ZNF662
ZNF492	ZNF665
ZNF492	ZNF667
ZNF492	ZNF669
ZNF492	ZNF674
ZNF492	ZNF676
ZNF492	ZNF677
ZNF492	ZNF679
ZNF492	ZNF684
ZNF492	ZNF689
ZNF492	ZNF699
ZNF492	ZNF7
ZNF492	ZNF700
ZNF492	ZNF708
ZNF492	ZNF714
ZNF492	ZNF716
ZNF492	ZNF721
ZNF492	ZNF729
ZNF492	ZNF749
ZNF492	ZNF764
ZNF492	ZNF766
ZNF492	ZNF768
ZNF492	ZNF77
ZNF492	ZNF780B
ZNF492	ZNF782
ZNF492	ZNF790
ZNF492	ZNF791
ZNF492	ZNF792
ZNF492	ZNF793
ZNF492	ZNF8
ZNF492	ZNF813
ZNF492	ZNF814
ZNF492	ZNF823
ZNF492	ZNF829
ZNF492	ZNF836
ZNF492	ZNF841
ZNF492	ZNF845
ZNF492	ZNF860
ZNF492	ZNF879
ZNF492	ZNF91
ZNF492	ZNF93
ZNF492	ZNF98
ZNF492	ZNF99
ZNF496	ZZZ3
ZNF506	ZNF510
ZNF506	ZNF513
ZNF506	ZNF514
ZNF506	ZNF517
ZNF506	ZNF527
ZNF506	ZNF528
ZNF506	ZNF529
ZNF506	ZNF530
ZNF506	ZNF534
ZNF506	ZNF543
ZNF506	ZNF548
ZNF506	ZNF549
ZNF506	ZNF554
ZNF506	ZNF555
ZNF506	ZNF557
ZNF506	ZNF558
ZNF506	ZNF560
ZNF506	ZNF562
ZNF506	ZNF563
ZNF506	ZNF564
ZNF506	ZNF565
ZNF506	ZNF567
ZNF506	ZNF568
ZNF506	ZNF569
ZNF506	ZNF57
ZNF506	ZNF571
ZNF506	ZNF583
ZNF506	ZNF584
ZNF506	ZNF585A
ZNF506	ZNF587
ZNF506	ZNF599
ZNF506	ZNF600
ZNF506	ZNF605
ZNF506	ZNF606
ZNF506	ZNF607
ZNF506	ZNF610
ZNF506	ZNF611
ZNF506	ZNF613
ZNF506	ZNF614
ZNF506	ZNF616
ZNF506	ZNF619
ZNF506	ZNF621
ZNF506	ZNF623
ZNF506	ZNF624
ZNF506	ZNF627
ZNF506	ZNF649
ZNF506	ZNF658
ZNF506	ZNF662
ZNF506	ZNF665
ZNF506	ZNF667
ZNF506	ZNF669
ZNF506	ZNF674
ZNF506	ZNF675
ZNF506	ZNF676
ZNF506	ZNF677
ZNF506	ZNF679
ZNF506	ZNF684
ZNF506	ZNF689
ZNF506	ZNF699
ZNF506	ZNF7
ZNF506	ZNF700
ZNF506	ZNF708
ZNF506	ZNF714
ZNF506	ZNF716
ZNF506	ZNF721
ZNF506	ZNF726
ZNF506	ZNF729
ZNF506	ZNF749
ZNF506	ZNF764
ZNF506	ZNF766
ZNF506	ZNF768
ZNF506	ZNF77
ZNF506	ZNF780B
ZNF506	ZNF782
ZNF506	ZNF790
ZNF506	ZNF791
ZNF506	ZNF792
ZNF506	ZNF793
ZNF506	ZNF8
ZNF506	ZNF813
ZNF506	ZNF814
ZNF506	ZNF823
ZNF506	ZNF829
ZNF506	ZNF836
ZNF506	ZNF841
ZNF506	ZNF845
ZNF506	ZNF860
ZNF506	ZNF879
ZNF506	ZNF91
ZNF506	ZNF93
ZNF506	ZNF98
ZNF506	ZNF99
ZNF510	ZNF513
ZNF510	ZNF514
ZNF510	ZNF517
ZNF510	ZNF527
ZNF510	ZNF528
ZNF510	ZNF529
ZNF510	ZNF530
ZNF510	ZNF534
ZNF510	ZNF543
ZNF510	ZNF548
ZNF510	ZNF549
ZNF510	ZNF554
ZNF510	ZNF555
ZNF510	ZNF557
ZNF510	ZNF558
ZNF510	ZNF560
ZNF510	ZNF562
ZNF510	ZNF563
ZNF510	ZNF564
ZNF510	ZNF565
ZNF510	ZNF567
ZNF510	ZNF568
ZNF510	ZNF569
ZNF510	ZNF57
ZNF510	ZNF571
ZNF510	ZNF583
ZNF510	ZNF584
ZNF510	ZNF585A
ZNF510	ZNF587
ZNF510	ZNF599
ZNF510	ZNF600
ZNF510	ZNF605
ZNF510	ZNF606
ZNF510	ZNF607
ZNF510	ZNF610
ZNF510	ZNF611
ZNF510	ZNF613
ZNF510	ZNF614
ZNF510	ZNF616
ZNF510	ZNF619
ZNF510	ZNF621
ZNF510	ZNF623
ZNF510	ZNF624
ZNF510	ZNF627
ZNF510	ZNF649
ZNF510	ZNF658
ZNF510	ZNF662
ZNF510	ZNF665
ZNF510	ZNF667
ZNF510	ZNF669
ZNF510	ZNF674
ZNF510	ZNF675
ZNF510	ZNF676
ZNF510	ZNF677
ZNF510	ZNF679
ZNF510	ZNF684
ZNF510	ZNF689
ZNF510	ZNF699
ZNF510	ZNF7
ZNF510	ZNF700
ZNF510	ZNF708
ZNF510	ZNF714
ZNF510	ZNF716
ZNF510	ZNF721
ZNF510	ZNF726
ZNF510	ZNF729
ZNF510	ZNF749
ZNF510	ZNF764
ZNF510	ZNF766
ZNF510	ZNF768
ZNF510	ZNF77
ZNF510	ZNF780B
ZNF510	ZNF782
ZNF510	ZNF790
ZNF510	ZNF791
ZNF510	ZNF792
ZNF510	ZNF793
ZNF510	ZNF8
ZNF510	ZNF813
ZNF510	ZNF814
ZNF510	ZNF823
ZNF510	ZNF829
ZNF510	ZNF836
ZNF510	ZNF841
ZNF510	ZNF845
ZNF510	ZNF860
ZNF510	ZNF879
ZNF510	ZNF91
ZNF510	ZNF93
ZNF510	ZNF98
ZNF510	ZNF99
ZNF513	ZNF514
ZNF513	ZNF517
ZNF513	ZNF527
ZNF513	ZNF528
ZNF513	ZNF529
ZNF513	ZNF530
ZNF513	ZNF534
ZNF513	ZNF543
ZNF513	ZNF548
ZNF513	ZNF549
ZNF513	ZNF554
ZNF513	ZNF555
ZNF513	ZNF557
ZNF513	ZNF558
ZNF513	ZNF560
ZNF513	ZNF562
ZNF513	ZNF563
ZNF513	ZNF564
ZNF513	ZNF565
ZNF513	ZNF567
ZNF513	ZNF568
ZNF513	ZNF569
ZNF513	ZNF57
ZNF513	ZNF571
ZNF513	ZNF583
ZNF513	ZNF584
ZNF513	ZNF585A
ZNF513	ZNF587
ZNF513	ZNF599
ZNF513	ZNF600
ZNF513	ZNF605
ZNF513	ZNF606
ZNF513	ZNF607
ZNF513	ZNF610
ZNF513	ZNF611
ZNF513	ZNF613
ZNF513	ZNF614
ZNF513	ZNF616
ZNF513	ZNF619
ZNF513	ZNF621
ZNF513	ZNF623
ZNF513	ZNF624
ZNF513	ZNF649
ZNF513	ZNF658
ZNF513	ZNF662
ZNF513	ZNF665
ZNF513	ZNF667
ZNF513	ZNF669
ZNF513	ZNF674
ZNF513	ZNF675
ZNF513	ZNF676
ZNF513	ZNF677
ZNF513	ZNF679
ZNF513	ZNF684
ZNF513	ZNF689
ZNF513	ZNF699
ZNF513	ZNF7
ZNF513	ZNF700
ZNF513	ZNF708
ZNF513	ZNF714
ZNF513	ZNF716
ZNF513	ZNF721
ZNF513	ZNF726
ZNF513	ZNF729
ZNF513	ZNF749
ZNF513	ZNF764
ZNF513	ZNF766
ZNF513	ZNF768
ZNF513	ZNF77
ZNF513	ZNF780B
ZNF513	ZNF782
ZNF513	ZNF790
ZNF513	ZNF791
ZNF513	ZNF792
ZNF513	ZNF793
ZNF513	ZNF8
ZNF513	ZNF813
ZNF513	ZNF814
ZNF513	ZNF823
ZNF513	ZNF829
ZNF513	ZNF836
ZNF513	ZNF841
ZNF513	ZNF845
ZNF513	ZNF860
ZNF513	ZNF879
ZNF513	ZNF91
ZNF513	ZNF93
ZNF513	ZNF98
ZNF513	ZNF99
ZNF513	ZSCAN10
ZNF513	ZSCAN2
ZNF513	ZSCAN22
ZNF513	ZZZ3
ZNF514	ZNF517
ZNF514	ZNF527
ZNF514	ZNF528
ZNF514	ZNF529
ZNF514	ZNF530
ZNF514	ZNF534
ZNF514	ZNF543
ZNF514	ZNF548
ZNF514	ZNF549
ZNF514	ZNF554
ZNF514	ZNF555
ZNF514	ZNF557
ZNF514	ZNF558
ZNF514	ZNF560
ZNF514	ZNF562
ZNF514	ZNF563
ZNF514	ZNF564
ZNF514	ZNF565
ZNF514	ZNF567
ZNF514	ZNF568
ZNF514	ZNF569
ZNF514	ZNF57
ZNF514	ZNF571
ZNF514	ZNF583
ZNF514	ZNF584
ZNF514	ZNF585A
ZNF514	ZNF587
ZNF514	ZNF599
ZNF514	ZNF600
ZNF514	ZNF605
ZNF514	ZNF606
ZNF514	ZNF607
ZNF514	ZNF610
ZNF514	ZNF611
ZNF514	ZNF613
ZNF514	ZNF614
ZNF514	ZNF616
ZNF514	ZNF619
ZNF514	ZNF621
ZNF514	ZNF623
ZNF514	ZNF624
ZNF514	ZNF627
ZNF514	ZNF649
ZNF514	ZNF658
ZNF514	ZNF662
ZNF514	ZNF665
ZNF514	ZNF667
ZNF514	ZNF669
ZNF514	ZNF674
ZNF514	ZNF675
ZNF514	ZNF676
ZNF514	ZNF677
ZNF514	ZNF679
ZNF514	ZNF684
ZNF514	ZNF689
ZNF514	ZNF699
ZNF514	ZNF7
ZNF514	ZNF700
ZNF514	ZNF708
ZNF514	ZNF714
ZNF514	ZNF716
ZNF514	ZNF721
ZNF514	ZNF726
ZNF514	ZNF729
ZNF514	ZNF749
ZNF514	ZNF764
ZNF514	ZNF766
ZNF514	ZNF768
ZNF514	ZNF77
ZNF514	ZNF780B
ZNF514	ZNF782
ZNF514	ZNF790
ZNF514	ZNF791
ZNF514	ZNF792
ZNF514	ZNF793
ZNF514	ZNF8
ZNF514	ZNF813
ZNF514	ZNF814
ZNF514	ZNF823
ZNF514	ZNF829
ZNF514	ZNF836
ZNF514	ZNF841
ZNF514	ZNF845
ZNF514	ZNF860
ZNF514	ZNF879
ZNF514	ZNF91
ZNF514	ZNF93
ZNF514	ZNF98
ZNF514	ZNF99
ZNF517	ZNF527
ZNF517	ZNF528
ZNF517	ZNF529
ZNF517	ZNF530
ZNF517	ZNF534
ZNF517	ZNF543
ZNF517	ZNF548
ZNF517	ZNF549
ZNF517	ZNF554
ZNF517	ZNF555
ZNF517	ZNF557
ZNF517	ZNF558
ZNF517	ZNF560
ZNF517	ZNF562
ZNF517	ZNF563
ZNF517	ZNF564
ZNF517	ZNF565
ZNF517	ZNF567
ZNF517	ZNF568
ZNF517	ZNF569
ZNF517	ZNF57
ZNF517	ZNF571
ZNF517	ZNF583
ZNF517	ZNF584
ZNF517	ZNF585A
ZNF517	ZNF587
ZNF517	ZNF599
ZNF517	ZNF600
ZNF517	ZNF605
ZNF517	ZNF606
ZNF517	ZNF607
ZNF517	ZNF610
ZNF517	ZNF611
ZNF517	ZNF613
ZNF517	ZNF614
ZNF517	ZNF616
ZNF517	ZNF619
ZNF517	ZNF621
ZNF517	ZNF623
ZNF517	ZNF624
ZNF517	ZNF627
ZNF517	ZNF649
ZNF517	ZNF658
ZNF517	ZNF662
ZNF517	ZNF665
ZNF517	ZNF667
ZNF517	ZNF669
ZNF517	ZNF674
ZNF517	ZNF675
ZNF517	ZNF676
ZNF517	ZNF677
ZNF517	ZNF679
ZNF517	ZNF684
ZNF517	ZNF689
ZNF517	ZNF699
ZNF517	ZNF7
ZNF517	ZNF700
ZNF517	ZNF708
ZNF517	ZNF714
ZNF517	ZNF716
ZNF517	ZNF721
ZNF517	ZNF726
ZNF517	ZNF729
ZNF517	ZNF749
ZNF517	ZNF764
ZNF517	ZNF766
ZNF517	ZNF768
ZNF517	ZNF77
ZNF517	ZNF780B
ZNF517	ZNF782
ZNF517	ZNF790
ZNF517	ZNF791
ZNF517	ZNF792
ZNF517	ZNF793
ZNF517	ZNF8
ZNF517	ZNF813
ZNF517	ZNF814
ZNF517	ZNF823
ZNF517	ZNF829
ZNF517	ZNF836
ZNF517	ZNF841
ZNF517	ZNF845
ZNF517	ZNF860
ZNF517	ZNF879
ZNF517	ZNF91
ZNF517	ZNF93
ZNF517	ZNF98
ZNF517	ZNF99
ZNF524	ZNF641
ZNF527	ZNF528
ZNF527	ZNF529
ZNF527	ZNF530
ZNF527	ZNF534
ZNF527	ZNF543
ZNF527	ZNF548
ZNF527	ZNF549
ZNF527	ZNF554
ZNF527	ZNF555
ZNF527	ZNF557
ZNF527	ZNF558
ZNF527	ZNF560
ZNF527	ZNF562
ZNF527	ZNF563
ZNF527	ZNF564
ZNF527	ZNF565
ZNF527	ZNF567
ZNF527	ZNF568
ZNF527	ZNF569
ZNF527	ZNF57
ZNF527	ZNF571
ZNF527	ZNF583
ZNF527	ZNF584
ZNF527	ZNF585A
ZNF527	ZNF587
ZNF527	ZNF599
ZNF527	ZNF600
ZNF527	ZNF605
ZNF527	ZNF606
ZNF527	ZNF607
ZNF527	ZNF610
ZNF527	ZNF611
ZNF527	ZNF613
ZNF527	ZNF614
ZNF527	ZNF616
ZNF527	ZNF619
ZNF527	ZNF621
ZNF527	ZNF623
ZNF527	ZNF624
ZNF527	ZNF627
ZNF527	ZNF649
ZNF527	ZNF658
ZNF527	ZNF662
ZNF527	ZNF665
ZNF527	ZNF667
ZNF527	ZNF669
ZNF527	ZNF674
ZNF527	ZNF675
ZNF527	ZNF676
ZNF527	ZNF677
ZNF527	ZNF679
ZNF527	ZNF684
ZNF527	ZNF689
ZNF527	ZNF699
ZNF527	ZNF7
ZNF527	ZNF700
ZNF527	ZNF708
ZNF527	ZNF714
ZNF527	ZNF716
ZNF527	ZNF721
ZNF527	ZNF726
ZNF527	ZNF729
ZNF527	ZNF749
ZNF527	ZNF764
ZNF527	ZNF766
ZNF527	ZNF768
ZNF527	ZNF77
ZNF527	ZNF780B
ZNF527	ZNF782
ZNF527	ZNF790
ZNF527	ZNF791
ZNF527	ZNF792
ZNF527	ZNF793
ZNF527	ZNF8
ZNF527	ZNF813
ZNF527	ZNF814
ZNF527	ZNF823
ZNF527	ZNF829
ZNF527	ZNF836
ZNF527	ZNF841
ZNF527	ZNF845
ZNF527	ZNF860
ZNF527	ZNF879
